"TotalComp" "WideIndustry" "Company" "CEO" "CityofBirth" "StateofBirth" "Age" "Undergrad" "UGDegree" "UGDate" "AgeOfUnder" "Graduate" "GradDegree" "MBA" "MasterPhd" "G_date" "AgeOfGradu" "YearsFirm" "YearsCEO" "Salary" "Bonus" "other" "St_gains" "Compfor5yrs" "Stockowned" "Sales" "Profits" "Returnover5yrs" "Industry" "IndustryCode" "Log10TC1"
"683" 1884710 "Insurance" "Statesman Group" "Mr. David J Noble" "Des Moines" "IA" 62 "" "" NA NA "" "none" 0 0 NA NA 22 12 550000 400000 27988 906722 3075100 2.60899996757507 379 37.2000007629395 35 "Insurance-lifehealth" 4 6.27524518966675
"684" 4373310 "Insurance" "American General" "Mr. Harold S Hook" "Kansas City" "MO" 62 "U of Missouri" "BS" 53 21 "U of Missouri" "MA" 0 1 54 22 24 16 980000 784000 749207 1860100 15479400 0.14300000667572 4829 250 16 "Insurance-lifehealth" 4 6.64081001281738
"685" 1118650 "Insurance" "John Alden Financial" "Mr. Glendon E Johnson" "Cleveland" "UT" 70 "U of Utah" "BS" 48 24 "Harvard" "LLD" 0 1 52 28 9 9 425325 579847 113474 NA NA 0.375999987125397 1407 80 79 "Insurance-lifehealth" 4 6.04869413375854
"686" 518000 "Insurance" "Mercury General" "Mr. GeorgeJoseph" "Beckley" "WV" 72 "Harvard" "BS" 49 27 "" "none" 0 0 NA NA 33 33 497930 20070 NA NA 2556060 34.6879997253418 534 96.1999969482422 35 "Insurance-propertycasualty" 4 5.71433019638062
"687" 2752850 "Insurance" "Cincinnati Financial" "Mr. Robert B Morgan" "Yerkes" "KY" 60 "Eastern Kentuck" "BA" 54 20 "" "none" 0 0 NA NA 28 3 524633 347030 NA 1881180 5083030 0.575999975204468 1442 202.199996948242 23 "Insurance-propertycasualty" 4 6.43978309631348
"688" 1470530 "Insurance" "Alleghany" "Mr. John J Burns Jr" "Cambridge" "MA" 62 "Boston C" "BS" 53 21 "Harvard" "MBA" 1 1 55 23 26 2 500000 257930 712595 NA NA 0.272000014781952 1908 97.5999984741211 13 "Insurance-propertycasualty" 4 6.16747379302979
"689" 1479130 "Insurance" "St Paul Cos" "Mr. Douglas W Leatherdale" "Canada" "" 57 "U of Manitoba" "BA" 57 20 "" "none" 0 0 NA NA 22 4 611450 556420 311257 NA 6125860 0.0970000028610229 4460 427.600006103516 14 "Insurance-propertycasualty" 4 6.17000579833984
"690" 374421 "Insurance" "Transatlantic Holdin" "Mr. Joseph V Taranto" "Brooklyn" "NY" 45 "CUNY Brooklyn" "BS" 71 22 "" "none" 0 0 NA NA 8 8 261923 109500 2998 NA 1251160 0.00400000018998981 726 86.6999969482422 15 "Insurance-propertycasualty" 4 5.57335996627808
"691" 1086620 "Insurance" "Continental Corp" "Mr. John P Mascotte" "Fort Wayne" "IN" 55 "St Joseph's IND" "BA" 61 22 "U of Virginia" "LLB" 0 1 64 25 13 11 696538 332500 57583 NA 4566140 0.0309999994933605 5174 208.399993896484 NA "Insurance-propertycasualty" 4 6.03607797622681
"692" 480303 "Insurance" "Allmerica Property" "Mr. John F O'Brien" "Brockton" "MA" 51 "Harvard" "AB" 65 22 "Harvard" "MBA" 1 1 68 25 2 2 177625 113173 189505 NA NA 0.00499999988824129 1953 252.399993896484 16 "Insurance-propertycasualty" 4 5.68151521682739
"693" 1993460 "Insurance" "American Premier Und" "Mr. Carl H Lindner" "Dayton" "OH" 75 "" "" NA NA "" "none" 0 0 NA NA 11 7 893750 1000000 99712 NA 5610840 40.4700012207031 1763 232 5 "Insurance-propertycasualty" 4 6.29960823059082
"694" 1013330 "Insurance" "American Re" "Mr. Edward B Jobe" "Keokuk" "IA" 64 "" "" NA NA "" "none" 0 0 NA NA 31 7 457385 525000 30947 NA 2674740 0.0109999999403954 1444 110.699996948242 -24 "Insurance-propertycasualty" 4 6.00575113296509
"695" 766037 "Insurance" "TIG Holdings" "Mr. Jon W Rotenstreich" "Birmingham" "AL" 50 "U of Alabama" "BS" 64 20 "" "none" 0 0 NA NA 1 1 600000 150000 16037 NA NA 0.36599999666214 1881 -128 NA "Insurance-propertycasualty" 4 5.88425016403198
"696" 1768620 "Insurance" "Chubb" "Mr. Dean R O'Hare" "Jersey City" "NJ" 51 "NYU" "BS" 63 20 "Pace U NY" "MBA" 1 1 68 25 31 6 735270 661275 372071 NA 10994400 0.0560000017285347 5500 344.200012207031 19 "Insurance-propertycasualty" 4 6.24763488769531
"697" 1408140 "Insurance" "Argonaut Group" "Mr. Charles E Rinsch" "Vincennes" "IN" 61 "Indiana U" "BS" 53 20 "Stanford U" "MBA" 1 1 60 27 28 6 418750 140000 4017 845375 3756540 0.370000004768372 439 89.0999984741211 14 "Insurance-propertycasualty" 4 6.14864587783813
"698" 6231000 "Insurance" "Reliance Group Holdi" "Mr. Saul P Steinberg" "New York" "NY" 54 "U of Pennsylvan" "BS" 61 21 "" "none" 0 0 NA NA 33 33 2700000 2700000 831000 NA 31722300 38.0279998779297 2963 85.5 7 "Insurance-propertycasualty" 4 6.79455804824829
"699" 378676 "Insurance" "Ohio Casualty" "Mr. Lauren N Patch" "Lexington" "KY" 43 "U of Kentucky" "BS" 73 22 "" "none" 0 0 NA NA 22 1 324808 NA 9043 44825 NA 0.544000029563904 1670 87 15 "Insurance-propertycasualty" 4 5.57826805114746
"700" 4350150 "Insurance" "Progressive" "Mr. Peter B Lewis" "Cleveland" "OH" 60 "Princeton" "AB" 55 21 "" "none" 0 0 NA NA 39 29 1000000 1400000 1950150 NA 15877200 13.9340000152588 1955 267.299987792969 24 "Insurance-propertycasualty" 4 6.63850402832031
"701" 599127 "Insurance" "Geico" "Mr. Louis A Simpson" "Chicago" "IL" 57 "Ohio Wesleyan U" "BA" 58 21 "Princeton" "AM" 0 1 60 23 15 1 500000 NA 99127 NA NA 0.504999995231628 2638 286.399993896484 18 "Insurance-propertycasualty" 4 5.77751922607422
"702" 4459340 "Insurance" "USFG" "Mr. Norman P Blake Jr" "New York" "NY" 52 "Purdue U" "BA" 64 22 "Purdue U" "MA" 0 1 66 24 3 3 1007680 1364080 2087580 NA 8589430 0.0549999997019768 3249 127.199996948242 -12 "Insurance-propertycasualty" 4 6.64927101135254
"703" 16774500 "Insurance" "ITT" "Mr. Rand V Araskog" "Fergus Falls" "MN" 62 "US Military Aca" "BS" 53 21 "" "none" 0 0 NA NA 27 15 1525000 2584900 6836760 5827820 33770700 0.360000014305115 22043 963 15 "Insurance-propertycasualty" 4 7.22464990615845
"704" 100000 "Insurance" "Berkshire Hathaway" "Mr. Warren E Buffett" "Omaha" "NE" 63 "U of Nebraska L" "BS" 50 19 "Columbia" "MBA" 1 1 51 20 29 24 100000 NA NA NA 500000 43.4630012512207 3653 759.099975585938 26 "Insurance-propertycasualty" 4 5
"705" 800000 "Insurance" "20th Century Industr" "Mr. Neil H Ashley" "Spokane" "WA" 71 "" "" NA NA "U of Montana" "JD" 0 1 50 27 11 1 600000 200000 NA NA NA 9.99999974737875e-06 1104 108.599998474121 19 "Insurance-propertycasualty" 4 5.90309000015259
"706" 2579330 "Insurance" "General Re" "Mr. Ronald E Ferguson" "Chicago" "IL" 52 "Blackburn U" "BA" 63 21 "U of Michigan" "MS" 0 1 65 23 25 7 768750 610000 414761 785819 9880650 0.0740000009536743 3560 696.799987792969 12 "Insurance-propertycasualty" 4 6.41150712966919
"707" 600516 "Metals" "Reynolds Metals" "Mr. Richard G Holder" "Paris" "TN" 62 "Vanderbilt U" "BA" 53 21 "" "none" 0 0 NA NA 41 2 575000 NA 25516 NA 1913290 0.116999998688698 5269 -322.100006103516 NA "Metals-nonferrous metals" 5 5.77852487564087
"708" 703000 "Metals" "Homestake Mining" "Mr. Harry M Conger" "Seattle" "WA" 63 "Colo Sch Mines" "EM" 55 24 "" "none" 0 0 NA NA 19 15 465000 210000 28000 NA 3917890 0.126000002026558 704 52.5 11 "Metals-nonferrous metals" 5 5.84695482254028
"709" 3274350 "Metals" "Phelps Dodge" "Mr. Douglas C Yearley" "Oak Park" "IL" 58 "Cornell" "BS" 58 22 "" "none" 0 0 NA NA 34 5 560000 300000 652657 1761690 15864600 0.153999999165535 2596 187.899993896484 22 "Metals-nonferrous metals" 5 6.51512479782104
"710" 6972760 "Metals" "Engelhard" "Mr. Orin R Smith" "Newark" "NJ" 58 "Brown" "BA" 57 21 "Seton Hall C" "MBA" 1 1 64 28 17 10 670034 585000 983190 4734540 18450700 0.555000007152557 2151 16.7000007629395 27 "Metals-nonferrous metals" 5 6.84340476989746
"711" 1213210 "Metals" "Aluminum Co of Ameri" "Mr. Paul H O'Neill" "St Louis" "MO" 58 "Cal St Fresno" "BA" 60 24 "Indiana U" "MPA" 0 1 66 30 7 7 700200 343000 170012 NA 7308380 0.0270000007003546 9056 4.80000019073486 7 "Metals-nonferrous metals" 5 6.08393621444702
"712" 856694 "Metals" "Asarco" "Mr. Richardde J Osborne" "Bronxville" "NY" 60 "Princeton" "AB" 56 22 "" "none" 0 0 NA NA 19 8 725000 NA 8994 122700 4963070 0.150999993085861 1736 -70.6999969482422 NA "Metals-nonferrous metals" 5 5.93282604217529
"713" 2793770 "Metals" "Cyprus Amax Minerals" "Mr. Milton H Ward" "Bessemer" "AL" 61 "U of Alabama" "BS" 55 22 "U of New Mexico" "MBA" 1 1 74 41 2 2 747413 1500000 546359 NA NA 0.25900000333786 1764 100.199996948242 6 "Metals-nonferrous metals" 5 6.44619083404541
"714" 3315930 "Metals" "Maxxam" "Mr. Charles E Hurwitz" "Kilgore" "TX" 54 "U of Oklahoma" "BS" 62 22 "" "none" 0 0 NA NA 16 14 558250 400000 88102 2269580 20204400 30.7859992980957 2031 -131.899993896484 5 "Metals-nonferrous metals" 5 6.52060508728027
"715" 525000 "Metals" "Newmont Mining" "Mr. Ronald C Cambre" "New Orleans" "LA" 55 "Louisiana State" "BS" 60 21 "" "none" 0 0 NA NA 1 1 450000 75000 NA NA NA 0.00600000005215406 634 94.6999969482422 9 "Metals-nonferrous metals" 5 5.72015905380249
"716" 2145180 "Metals" "Freeport-McMoRan" "Mr. James R Moffett" "Houma" "LA" 55 "U of Texas Aust" "BS" 61 22 "Tulane U" "MS" 0 1 63 24 24 10 661500 NA 1483680 NA 33915700 1.10500001907349 1611 -96.9000015258789 10 "Metals-nonferrous metals" 5 6.33146381378174
"717" 2331260 "Metals" "USX-US Steel" "Mr. Charles A Corry" "Cincinnati" "OH" 62 "U of Cincinnati" "BA" 55 23 "U of Cincinnati" "JD" 0 1 59 27 35 5 946667 750000 194591 440000 8174890 0.0199999995529652 5612 -169 9 "Metals-steel" 5 6.36759090423584
"718" 575953 "Metals" "Inland Steel Industr" "Mr. Robert J Darnall" "Bloomington" "IL" 56 "DePauw U" "BA" 60 22 "U of Chicago" "MBA" 1 1 73 35 32 2 548522 NA 27431 NA NA 0.104000002145767 3888 -37.5999984741211 -5 "Metals-steel" 5 5.76038694381714
"719" 903337 "Metals" "Armco" "Mr. James F Will" "Pittsburgh" "PA" 55 "Penn State U" "BSE" 61 22 "Duquesne U" "MBA" 1 1 72 33 2 1 495833 53000 30781 323723 NA 0.189999997615814 1664 -327 -13 "Metals-steel" 5 5.95585012435913
"720" 714148 "Metals" "Bethlehem Steel" "Mr. Curtis H Barnette" "St Albans" "WV" 59 "West Virginia U" "BA" 56 21 "Yale" "JD" 0 1 62 27 27 2 500000 NA 214148 NA NA 0.0689999982714653 4323 -266.299987792969 -3 "Metals-steel" 5 5.85378789901733
"721" 416667 "Metals" "National Steel" "Mr. Ronald H Doerr" "St. Louis" "MO" 53 "Washington U" "BS" 62 21 "" "none" 0 0 NA NA 28 1 351000 25448 40219 NA NA 9.99999974737875e-06 2419 -242.399993896484 -15 "Metals-steel" 5 5.61978912353516
"722" 1551770 "Metals" "Nucor" "Mr. F KennethIverson" "Downers Grove" "IL" 68 "Cornell" "BS" 46 20 "Purdue U" "MS" 0 1 47 21 32 29 275000 372865 276183 627718 3709380 0.938000023365021 2254 123.5 39 "Metals-steel" 5 6.19082689285278
"723" 1783980 "Metals" "LTV" "Mr. David H Hoag" "Pittsburgh" "PA" 54 "Allegheny C" "BA" 60 20 "" "none" 0 0 NA NA 34 3 550000 200000 1033980 NA 5614950 0.00600000005215406 4163 386.899993896484 NA "Metals-steel" 5 6.25138998031616
"724" 462445 "Metals" "Worthington Industri" "Mr. John P McConnell" "Youngstown" "OH" 40 "" "" NA NA "" "none" 0 0 NA NA 17 1 191250 268600 2595 NA NA 1.02600002288818 1236 81.8000030517578 18 "Metals-steel" 5 5.66506004333496
"725" NA "Retailing" "Nordstrom" "Mr. Bruce A Nordstrom" "Seattle" "WA" 61 "U of Washington" "BA" 56 23 "" "none" 0 0 NA NA 39 23 NA NA NA NA NA 6.67500019073486 3590 140.399993896484 5 "Retailing-apparel" 6 NA
"726" 2037490 "Retailing" "Melville" "Mr. Stanley P Goldstein" "Woonsocket" "RI" 59 "U of Pennsylvan" "BS" 55 20 "" "none" 0 0 NA NA 31 7 1050000 285000 702491 NA 8602980 0.157000005245209 10435 331.799987792969 2 "Retailing-apparel" 6 6.30909490585327
"727" 1957940 "Retailing" "Limited" "Mr. Leslie H Wexner" "Dayton" "OH" 56 "Ohio State U" "BS" 59 21 "" "none" 0 0 NA NA 31 31 1150000 660100 147836 NA 9704730 19.2250003814697 7245 391 9 "Retailing-apparel" 6 6.29179906845093
"728" 2489570 "Retailing" "Gap" "Mr. Donald G Fisher" "San Francisco" "CA" 65 "U of Cal Berkel" "BS" 50 21 "" "none" 0 0 NA NA 25 25 1397810 1082500 9259 NA 9866210 21.9260005950928 3296 258.399993896484 37 "Retailing-apparel" 6 6.3961238861084
"729" 583492 "Retailing" "US Shoe" "Mr. Bannus B Hudson" "Fort Scott" "KS" 48 "U of Kansas" "BS" 68 22 "" "none" 0 0 NA NA 9 4 580000 NA 3492 NA 2464730 0.10700000077486 2626 -15.8000001907349 2 "Retailing-apparel" 6 5.76603507995605
"730" 2190870 "Retailing" "TJX Cos" "Mr. BernardCammarata" "Brooklyn" "NY" 54 "" "" NA NA "" "none" 0 0 NA NA 18 5 738942 462282 989642 NA 7977850 0.312000006437302 3627 127 14 "Retailing-apparel" 6 6.34061717987061
"731" 2360510 "Retailing" "Best Buy" "Mr. Richard M Schulze" "St. Paul" "MN" 53 "" "" NA NA "" "none" 0 0 NA NA 28 28 492308 175000 26548 1666660 3949360 25.2129993438721 2427 31.1000003814697 62 "Retailing-consumer electronics" 6 6.37300586700439
"732" 13565100 "Retailing" "Circuit City Stores" "Mr. Richard L Sharp" "Washington" "DC" 47 "" "" NA NA "" "none" 0 0 NA NA 11 8 583012 870000 NA 12112000 18357100 1.02400004863739 3822 125.400001525879 14 "Retailing-consumer electronics" 6 7.13242292404175
"733" 1296130 "Retailing" "Intelligent Electron" "Mr. Richard D Sanford" "New York" "NY" 50 "Hofstra U" "BA" 71 27 "" "none" 0 0 NA NA 12 12 748056 450000 98072 NA 4044910 11.3940000534058 2646 42.9000015258789 44 "Retailing-consumer electronics" 6 6.11264896392822
"734" 1381120 "Retailing" "Tandy" "Mr. John V Roach" "Stamford" "TX" 55 "Texas Christian" "BA" 61 22 "Texas Christian" "MBA" 1 1 65 26 27 13 647500 647500 86115 NA 5175120 0.155000001192093 4103 83.8000030517578 -1 "Retailing-consumer electronics" 6 6.14023113250732
"735" 2193570 "Retailing" "Federated Department" "Mr. Allen I Questrom" "Boston" "MA" 54 "Boston U" "BA" 64 24 "" "none" 0 0 NA NA 4 4 1200000 NA 993572 NA 8239230 0.00400000018998981 7229 196.800003051758 18 "Retailing-department stores" 6 6.34115123748779
"736" 4705780 "Retailing" "May Department Store" "Mr. David C Farrell" "Chicago" "IL" 60 "Antioch U" "BA" 56 22 "" "none" 0 0 NA NA 38 15 1100000 408112 880652 2317010 13793300 0.314999997615814 11529 711 21 "Retailing-department stores" 6 6.67263221740723
"737" 4173010 "Retailing" "Sears Roebuck" "Mr. Edward A Brennan" "Chicago" "IL" 60 "Marquette U" "BS" 55 21 "" "none" 0 0 NA NA 38 8 1025000 2050000 26548 1071460 11161000 0.0450000017881393 50838 2409.10009765625 10 "Retailing-department stores" 6 6.62044906616211
"738" 668397 "Retailing" "Mercantile Stores" "Mr. David L Nichols" "Toledo" "OH" 51 "U of Toledo" "BS" 90 47 "" "none" 0 0 NA NA 30 2 480000 160000 28397 NA NA 0.0140000004321337 2730 86.5999984741211 -1 "Retailing-department stores" 6 5.82503414154053
"739" 2345800 "Retailing" "JC Penney" "Mr. William R Howell" "Claremore" "OK" 58 "U of Oklahoma" "BBA" 58 22 "" "none" 0 0 NA NA 36 11 691967 1048880 532992 71956 10613300 0.0719999969005585 19578 944 19 "Retailing-department stores" 6 6.37029123306274
"740" 2084010 "Retailing" "Dillard Department S" "Mr. William T Dillard Sr" "Mineral Spr" "AR" 79 "U of Arkansas" "BBA" 35 20 "Columbia" "MS" 0 1 37 22 55 55 835000 1135000 114013 NA 11567400 1.03999996185303 5131 241.100006103516 15 "Retailing-department stores" 6 6.3189001083374
"741" 2477660 "Retailing" "Carter Hawley Hale S" "Mr. David L Dworkin" "Cleveland" "OH" 50 "Webster U" "BA" 74 30 "" "none" 0 0 NA NA 1 1 1000000 NA 1477660 NA NA 9.99999974737875e-06 2093 -95.9000015258789 -34 "Retailing-department stores" 6 6.39404201507568
"742" 1762750 "Retailing" "Rite Aid" "Mr. AlexGrass" "Scranton" "PA" 66 "U of Florida" "LLB" 49 21 "" "none" 0 0 NA NA 41 32 1125000 NA 2000 635751 6077500 2.77999997138977 4289 126.5 5 "Retailing-drugdiscount" 6 6.24619102478027
"743" 615715 "Retailing" "Bradlees" "Mr. Barry A Berman" "Boston" "MA" 52 "Northeastern U" "BS" 64 22 "" "none" 0 0 NA NA 27 2 500032 NA 115683 NA NA 0.328000009059906 1881 13.5 24 "Retailing-drugdiscount" 6 5.78938007354736
"744" 1654250 "Retailing" "Eckerd" "Mr. StewartTurley" "Mt. Sterling" "KY" 59 "" "" NA NA "" "none" 0 0 NA NA 28 19 591351 135906 926993 NA 3515620 1.67700004577637 4191 41.4000015258789 71 "Retailing-drugdiscount" 6 6.21860122680664
"745" 1745060 "Retailing" "Kmart" "Mr. Joseph E Antonini" "Morgantown" "WV" 52 "West Virginia U" "BS" 64 22 "" "none" 0 0 NA NA 30 7 850000 604901 290162 NA 6285850 0.0439999997615814 34557 -912 3 "Retailing-drugdiscount" 6 6.2418098449707
"746" 583737 "Retailing" "Revco DS" "Mr. D DwayneHoven" "Jackson" "AL" 52 "Auburn U" "BS" 64 22 "" "none" 0 0 NA NA 7 1 394339 189398 NA NA NA 0.0520000010728836 2420 30.5 42 "Retailing-drugdiscount" 6 5.76621723175049
"747" 1034240 "Retailing" "Wal-Mart Stores" "Mr. David D Glass" "Mountainview" "MO" 58 "SW Missouri St" "BS" 59 23 "" "none" 0 0 NA NA 18 6 850000 NA 184235 NA 11777400 0.118000000715256 67345 2333.30004882812 27 "Retailing-drugdiscount" 6 6.01462078094482
"748" 2528790 "Retailing" "Venture Stores" "Mr. JulianSeeherman" "Wilkes Barre" "PA" 64 "Syracuse U" "BA" 51 21 "" "none" 0 0 NA NA 17 10 485000 233965 1809820 NA 4430300 0.625 1863 43.9000015258789 42 "Retailing-drugdiscount" 6 6.40291309356689
"749" 2533770 "Retailing" "Fred Meyer" "Mr. Robert G Miller" "Louisville" "MS" 50 "" "" NA NA "" "none" 0 0 NA NA 3 3 505610 409251 693912 925000 NA 0.625 2979 70.9000015258789 19 "Retailing-drugdiscount" 6 6.40376710891724
"750" 785693 "Retailing" "Hook-SupeRx" "Mr. Philip E Beekman" "Verona" "NJ" 63 "Dartmouth" "AB" 53 22 "" "none" 0 0 NA NA 8 8 550000 NA 235693 NA 5987830 5.15299987792969 2304 -3.29999995231628 -11 "Retailing-drugdiscount" 6 5.89525318145752
"751" 1693320 "Retailing" "Walgreen" "Mr. Charles R Walgreen II" "Chicago" "IL" 58 "U of Michigan" "BS" 58 22 "" "none" 0 0 NA NA 42 23 710000 373410 609912 NA 6851380 0.507000029087067 8498 249.899993896484 19 "Retailing-drugdiscount" 6 6.22873878479004
"752" 477373 "Retailing" "Longs Drug Stores" "Mr. Robert M Long" "Oakland" "CA" 56 "Claremont McKen" "BA" 60 22 "" "none" 0 0 NA NA 33 17 103000 282610 91763 NA 2432240 10.0100002288818 2499 49.7999992370605 2 "Retailing-drugdiscount" 6 5.67885780334473
"753" 675000 "Retailing" "Ames Department Stor" "Mr. PeterThorner" "Brooklyn" "NY" 50 "CUNY Brooklyn" "BS" 65 21 "" "none" 0 0 NA NA 4 1 450000 225000 NA NA NA 9.99999974737875e-06 2309 NA 141 "Retailing-drugdiscount" 6 5.82930421829224
"754" 1144850 "Retailing" "Dayton Hudson" "Mr. Robert J Ulrich" "Minneapolis" "MN" 50 "U of Minnesota" "BA" 67 23 "" "none" 0 0 NA NA 27 1 842796 NA 302050 NA NA 0.0109999999403954 19233 375 12 "Retailing-drugdiscount" 6 6.05874919891357
"755" 831873 "Retailing" "Caldor" "Mr. Don R Clarke" "Rexburg" "ID" 48 "Brigham Young U" "BS" 70 24 "Washington Stat" "MBA" 1 1 71 25 8 8 531250 297675 2948 NA 6057400 1.02400004863739 2414 41.4000015258789 14 "Retailing-drugdiscount" 6 5.92005681991577
"756" NA "Retailing" "Woolworth" "Mr. John W Adams" "Canada" "" 69 "" "" NA NA "" "none" 0 0 NA NA 1 1 NA NA NA NA NA 0.00800000037997961 9626 -495 -6 "Retailing-drugdiscount" 6 NA
"757" 790262 "Retailing" "Payless Cashways" "Mr. DavidStanley" "Kansas City" "MO" 58 "Columbia" "LLB" 57 21 "" "none" 0 0 NA NA 14 12 600000 180000 10262 NA 3107920 0.090999998152256 2650 30.2000007629395 15 "Retailing-home improvement" 6 5.89777088165283
"758" 423278 "Retailing" "Hechinger" "Mr. John W Hechinger Jr" "Washington" "DC" 44 "Boston C" "BS" 72 22 "" "none" 0 0 NA NA 22 4 422500 NA 778 NA 1780070 1.17299997806549 2095 24.7999992370605 -3 "Retailing-home improvement" 6 5.62662601470947
"759" 1543650 "Retailing" "Lowe's Cos" "Mr. Leonard G Herring" "Snow Hill" "NC" 66 "U of North Caro" "BS" 48 20 "" "none" 0 0 NA NA 38 16 535000 373750 193023 441875 4215090 1.25100004673004 4538 131.800003051758 43 "Retailing-home improvement" 6 6.18854904174805
"760" 2844130 "Retailing" "Home Depot" "Mr. BernardMarcus" "Newark" "NJ" 65 "Rutgers" "BS" 54 25 "" "none" 0 0 NA NA 16 16 600000 2080000 164134 NA 10784800 3.32599997520447 9239 457.399993896484 51 "Retailing-home improvement" 6 6.45394897460938
"761" 779955 "Retailing" "Waban" "Mr. Herbert J Zarkin" "Haverhill" "MA" 55 "" "" NA NA "" "none" 0 0 NA NA 5 1 441135 237479 3491 97850 NA 0.144999995827675 3589 -18.7000007629395 1 "Retailing-home improvement" 6 5.89206981658936
"762" 1732680 "Retailing" "Spiegel" "Mr. John J Shea" "Newark" "NJ" 56 "La Salle" "BS" 59 21 "U of Pittsburgh" "MS" 0 1 60 22 14 9 550000 605500 143218 433960 5928980 0.0790000036358833 2596 48.7000007629395 34 "Retailing-home shopping" 6 6.23871803283691
"763" 779590 "Retailing" "Service Merchandise" "Mr. RaymondZimmerman" "Memphis" "TN" 61 "" "" NA NA "" "none" 0 0 NA NA 34 21 750000 NA 29590 NA 5401440 5.13800001144409 3815 82.3000030517578 13 "Retailing-home shopping" 6 5.8918662071228
"764" 13944500 "Retailing" "CUC International" "Mr. Walter A Forbes" "Rockford" "IL" 51 "Northwestern U" "BS" 61 18 "Harvard" "MBA" 1 1 68 25 18 18 583958 575000 144965 12640600 18809500 0.832000017166138 843 80 62 "Retailing-home shopping" 6 7.14440298080444
"765" 1683100 "Retailing" "Office Depot" "Mr. David I Fuente" "Chicago" "IL" 48 "Purdue U" "BS" 67 21 "Purdue U" "MS" 0 1 69 23 6 6 550000 864981 4497 263625 32182100 0.261000007390976 2580 63.4000015258789 45 "Retailing-specialty retailers" 6 6.22610998153687
"766" 903045 "Retailing" "Kohl's" "Mr. William S Kellogg" "Milwaukee" "WI" 50 "" "" NA NA "" "none" 0 0 NA NA 28 15 686250 194737 22058 NA NA 13.1169996261597 1306 55.7000007629395 86 "Retailing-specialty retailers" 6 5.9557089805603
"767" 32228000 "Retailing" "AutoZone" "Mr. Joseph R Hyde III" "Memphis" "TN" 51 "U of North Caro" "BS" 65 22 "" "none" 0 0 NA NA 29 22 551670 551670 7552 31117100 34960900 10.0380001068115 1287 91.8000030517578 52 "Retailing-specialty retailers" 6 7.50823307037354
